"","CPO_Mock_72hpi_S1","CPO_Mock_72hpi_S2","CPO_Mock_72hpi_S3","CPO_SARS-CoV-2_24hpi_S4","CPO_SARS-CoV-2_24hpi_S5","CPO_SARS-CoV-2_24hpi_S6","CPO_SARS-CoV-2_72hpi_S7","CPO_SARS-CoV-2_72hpi_S8","CPO_SARS-CoV-2_72hpi_S9"
"FLJ35282",33,21,18,91,36,74,177,88,65
"LOC101929563",107,97,129,42,79,136,94,35,88
"ELAVL2",808,747,833,395,854,968,1099,575,688
"CAAP1",1334,1142,1172,908,961,1356,1394,716,1060
"PLAA",515,425,478,386,629,799,803,389,515
"IFT74",3996,3326,2912,2833,2819,4512,4938,2275,4113
"LRRC19",162,142,131,125,179,219,167,71,145
"TEK",34,30,27,57,18,113,142,64,53
"LINC00032",13,38,37,18,21,18,32,10,25
"MOB3B",2036,1793,1830,1509,1520,2037,2561,1278,1981
"LOC102724192",32,21,28,25,10,17,16,1,24
"C9orf72",6906,7711,7045,4165,5569,7170,6924,3182,5371
"LINGO2",671,573,542,311,340,452,336,174,258
"ACO1",321,389,337,203,415,473,472,262,340
"DDX58",466,328,428,212,407,402,561,258,285
"TOPORS",827,622,508,545,741,907,1023,477,648
"TOPORS-AS1",319,288,199,154,240,253,287,178,239
"NDUFB6",1521,1220,983,681,1010,1234,1924,1123,1460
"APTX",1140,1155,1091,769,1338,1620,1998,1122,1372
"DNAJA1",5176,4409,3653,2631,4352,4799,7538,4168,5208
"SMU1",3739,3444,3429,2518,4021,4420,4723,2749,3660
"B4GALT1",552,666,561,420,626,763,688,406,517
"BAG1",324,252,224,155,237,259,377,190,225
"CHMP5",8071,8297,8037,6174,10624,10626,10762,5903,8282
"NFX1",2053,2431,1923,1661,2886,3248,2705,1720,2427
"AQP3",19,30,13,21,28,13,30,16,28
"NOL6",90,107,66,68,108,192,211,115,126
"RP11-133O22.6",26,19,33,27,34,37,36,21,22
"UBE2R2",1877,1961,1699,1181,1945,2077,1753,1255,1725
"UBAP2",196,210,183,122,254,257,318,151,250
"DCAF12",687,576,639,537,838,875,1119,676,836
"UBAP1",170,133,116,77,118,196,176,104,131
"PRO2852",80,38,62,57,74,67,56,57,74
"KIF24",237,163,134,90,66,110,146,103,129
"NUDT2",603,764,630,358,677,735,628,392,511
"KIAA1161",218,172,143,117,149,184,213,104,164
"C9orf24",62,39,51,16,25,44,33,28,44
"FAM219A",72,75,49,51,132,128,113,56,80
"DNAI1",810,931,792,406,609,784,578,418,683
"RPP25L",57,47,24,16,23,26,38,19,47
"DCTN3",154,164,128,91,127,146,162,125,126
"SIGMAR1",154,158,100,86,111,102,230,138,147
"GALT",364,342,190,88,167,173,334,195,252
"IL11RA",48,50,26,16,22,31,42,21,24
"LOC101929761",34,54,40,14,40,26,31,15,25
"DNAJB5",41,46,17,25,36,44,78,35,47
"VCP",554,478,390,374,494,603,686,420,492
"FANCG",77,62,35,43,83,65,78,39,76
"PIGO",185,201,143,91,219,188,284,171,264
"STOML2",833,796,542,357,590,800,1118,684,828
"FAM214B",68,48,62,64,50,94,105,78,67
"UNC13B",675,822,768,443,717,788,787,472,683
"TESK1",20,29,28,17,29,35,28,17,31
"RMRP",48,66,45,23,32,42,51,28,50
"TPM2",40,53,34,29,47,52,93,43,47
"TLN1",200,193,128,75,172,191,315,124,161
"CREB3",424,410,244,224,361,454,810,461,487
"GBA2",541,521,419,181,336,349,548,334,401
"NPR2",347,305,241,129,191,185,184,109,213
"SPAG8",2110,1652,1424,588,764,1141,995,712,989
"HINT2",40,23,20,9,15,19,36,19,38
"TMEM8B",53,83,45,35,68,64,82,41,59
"LINC00950",244,265,226,100,197,198,250,91,156
"RECK",280,219,224,225,292,290,360,190,211
"GLIPR2",107,139,75,163,233,324,646,343,224
"CLTA",261,269,257,201,363,372,408,283,295
"GNE",187,192,145,140,222,163,224,147,169
"RNF38",2539,2304,2337,1688,2908,3468,2889,1821,2193
"MELK",300,213,192,163,168,286,503,325,333
"LOC100506710",2776,2827,2413,1660,2485,3174,2951,1718,2355
"ZCCHC7",1762,1916,1679,1392,2406,2656,2454,1265,1789
"GRHPR",215,196,172,101,167,170,293,196,166
"ZBTB5",529,467,328,252,360,604,583,336,434
"POLR1E",147,195,103,70,172,159,256,122,157
"FBXO10",35,51,36,19,28,22,50,18,18
"TOMM5",3543,3356,3012,2514,3881,4368,5878,3419,3542
"TRMT10B",379,388,362,215,421,464,547,338,400
"EXOSC3",71,66,68,75,75,120,115,92,88
"DCAF10",4328,3629,3749,3184,3769,4762,4815,2623,3943
"SLC25A51",193,176,174,107,202,283,263,193,166
"SHB",58,86,63,40,83,62,127,67,101
"ALDH1B1",171,189,124,125,207,237,488,216,275
"IGFBPL1",3273,2718,2254,1373,2030,2599,3329,2103,2705
"ANKRD18A",70,70,87,49,70,106,76,49,64
"CNTNAP3",177,115,138,122,164,143,252,92,149
"KGFLP2",136,130,107,50,95,164,112,61,77
"LOC101929959",51,41,51,69,142,130,181,93,87
"LOC100132352",84,62,83,74,71,87,106,39,70
"PGM5P2",84,49,28,55,40,55,77,31,39
"CBWD6",61,55,67,28,54,80,69,66,69
"CNTNAP3B",27,23,13,7,29,16,28,10,13
"LOC100996643",11,18,1,29,38,34,69,14,26
"CBWD5",319,283,259,187,308,385,557,219,362
"ZNF658",206,168,203,87,163,164,206,115,188
"LOC102723624",66,66,60,16,57,49,70,36,47
"PGM5-AS1",64,43,44,29,25,34,37,15,23
"PGM5",118,176,126,53,69,83,64,77,81
"TMEM252",38,26,30,20,10,35,10,9,32
"PIP5K1B",3184,2390,2418,1958,3274,3503,4300,1987,3640
"FAM122A",519,440,404,322,495,532,558,293,515
"LOC101927069",190,100,80,119,124,141,172,71,164
"FXN",115,59,76,54,60,88,98,54,94
"TJP2",143,146,141,112,199,250,145,94,205
"BANCR",103,116,86,220,267,369,381,211,321
"FAM189A2",121,113,99,152,175,240,182,108,149
"APBA1",138,93,61,114,142,264,337,138,220
"PTAR1",6281,6662,5747,5072,7448,8789,7768,3244,6148
"C9orf135",28,8,20,25,14,20,36,19,35
"MAMDC2",163,119,113,187,193,269,674,235,241
"MAMDC2-AS1",45,27,14,49,30,76,63,29,49
"SMC5-AS1",47,51,31,55,58,46,81,38,54
"SMC5",2753,2583,2373,3007,2882,5017,6611,2376,4334
"KLF9",41,45,23,21,52,50,82,53,58
"TRPM3",35679,32481,29560,20560,27995,30272,24367,13467,24099
"LOC101927086",1621,1839,1708,1238,1511,1933,1069,552,1129
"TMEM2",936,1324,934,863,1228,1695,1335,1038,1361
"ABHD17B",494,442,452,288,356,575,557,281,392
"C9orf85",340,300,310,277,330,463,631,358,398
"GDA",205,196,160,72,110,298,234,172,231
"ZFAND5",1981,2235,1894,1374,2162,2858,2366,1259,1563
"LOC101927234",38,41,35,7,2,6,6,4,12
"ANXA1",3614,5222,3516,8895,10168,14803,36961,16847,15116
"C9orf40",87,111,96,66,123,155,93,45,55
"C9orf41",576,537,466,514,753,961,776,350,542
"NMRK1",74,83,82,54,72,94,103,42,62
"OSTF1",215,190,185,119,168,200,368,137,217
"PCSK5",105,108,76,102,171,251,215,111,100
"RFK",574,464,484,432,627,865,981,594,600
"GCNT1",1082,1291,930,1030,1926,2451,3433,2019,2448
"PRUNE2",6437,6633,5739,3925,6533,7880,9780,4075,6923
"VPS13A",3268,2986,2306,2421,2408,3550,4035,1231,3057
"GNA14",295,354,280,150,240,224,143,96,218
"RP11-466A17.1",99,123,85,36,58,54,53,24,83
"GNAQ",2280,2335,2037,2275,3044,3767,3642,1733,2387
"CEP78",429,360,293,259,353,524,494,253,395
"PSAT1",1711,1589,1306,667,1518,1527,2096,1245,1447
"TLE4",367,232,230,127,208,239,351,207,287
"TLE1",220,167,132,121,198,239,216,154,192
"RASEF",56,43,11,22,21,28,78,11,51
"LOC102723989",97,74,84,58,60,87,135,94,106
"FRMD3",1911,1381,1628,1075,1197,1403,1293,779,1378
"IDNK",179,155,135,85,105,172,142,84,157
"UBQLN1",259,280,242,245,547,484,408,260,283
"GKAP1",180,163,133,105,124,175,155,59,165
"KIF27",4208,4053,3279,2545,2276,4106,4072,1513,3443
"RP11-575L7.4",78,64,63,42,61,57,39,16,52
"LOC101927529",184,208,186,175,113,203,146,42,159
"HNRNPK",13759,14981,10297,8750,14030,16639,18388,12428,17008
"MIR7-1",28,25,26,45,94,87,28,28,29
"RMI1",4225,5093,4357,3882,4700,6643,5399,2484,4926
"SLC28A3",1804,1945,1591,1303,1853,2183,2235,988,1912
"NTRK2",17288,17454,16047,12711,17829,21576,17510,8652,13879
"AGTPBP1",781,802,730,572,997,1255,1080,530,769
"LOC389765",65,45,53,35,62,72,58,23,38
"NAA35",1527,1629,1413,1082,1668,1969,2220,1173,1650
"GOLM1",1442,1234,1020,611,992,1084,1582,853,1108
"C9orf153",29,40,29,22,50,73,33,27,41
"ISCA1",599,447,492,293,396,514,579,341,452
"ZCCHC6",2190,2220,1923,1462,2226,2842,3173,1374,2455
"GAS1",31,24,48,19,26,37,30,35,38
"RP11-276H19.1",65,47,42,28,18,17,13,12,13
"LOC440173",39,17,13,14,15,43,31,23,37
"DAPK1",369,316,232,164,274,285,322,203,267
"CTSL",893,947,793,392,727,786,789,526,702
"CDK20",349,373,282,171,277,337,339,237,284
"SPIN1",7170,6656,6185,4893,7600,8665,9008,4770,6548
"S1PR3",459,320,323,272,425,402,777,357,347
"SHC3",808,761,819,394,507,599,661,533,529
"CKS2",1657,1743,1630,1062,1956,2196,1934,1277,1500
"SECISBP2",402,357,296,216,288,421,507,256,384
"SEMA4D",191,175,126,63,162,130,225,132,129
"DIRAS2",104,92,116,57,71,48,31,32,37
"AUH",217,211,195,173,219,365,182,131,193
"NFIL3",168,130,114,141,317,411,273,144,203
"ROR2",100,125,96,35,72,52,65,46,58
"SPTLC1",6017,5995,5405,4592,6937,7648,9351,5428,6938
"IARS",10783,10800,9837,8038,12458,13985,21809,12595,15525
"NOL8",2284,2272,2121,1726,2468,3491,3931,1898,2679
"OGN",55,20,35,9,27,56,36,19,20
"OMD",29,20,24,4,17,23,36,16,48
"ASPN",120,121,105,368,234,373,317,219,318
"ECM2",95,42,42,49,54,50,67,32,93
"IPPK",99,135,74,54,113,113,114,91,84
"BICD2",392,396,337,307,453,626,702,340,490
"ANKRD19P",45,45,52,27,38,61,60,31,40
"ZNF484",1071,1112,975,807,1490,1759,1699,863,1319
"NINJ1",39,28,20,13,18,14,37,18,28
"WNK2",54,35,32,23,19,38,40,23,27
"FAM120AOS",327,303,287,186,287,310,321,194,259
"FAM120A",762,642,549,437,556,721,774,483,665
"PHF2",55,51,52,24,76,55,88,34,51
"PTPDC1",328,286,213,242,300,421,454,170,334
"MIRLET7DHG",159,194,195,163,228,247,156,137,174
"MIRLET7D",14,23,26,20,18,54,31,11,13
"ZNF169",232,218,277,149,295,265,229,157,268
"HIATL1",1212,987,951,763,1053,1180,1564,716,972
"RP11-342C23.4",76,63,67,28,57,41,60,24,67
"FBP2",30,26,27,9,23,15,12,8,6
"C9orf3",148,143,123,104,204,242,303,189,234
"FANCC",45,44,33,24,77,57,108,54,78
"PTCH1",55,76,57,21,62,48,40,26,36
"LINC00476",210,178,198,99,121,162,200,149,128
"ERCC6L2",337,279,211,210,284,428,374,119,294
"LOC101928170",473,442,344,351,378,537,606,238,421
"HSD17B3",17,22,34,32,37,27,85,74,59
"SLC35D2",92,87,82,55,90,145,155,80,93
"HABP4",26,32,16,20,40,27,45,22,25
"CDC14B",821,585,559,330,539,595,653,379,527
"ZNF510",733,603,575,435,582,671,805,446,693
"ZNF782",501,462,336,334,379,686,641,209,537
"LOC100132781",96,78,76,68,89,93,103,29,71
"CTSV",2230,3113,2039,13356,15649,21820,34704,17669,15235
"LOC101926917",135,81,77,45,50,40,47,20,65
"ANKRD18CP",42,42,23,15,8,22,27,8,43
"TDRD7",521,388,348,122,147,289,296,108,274
"TSTD2",1072,1017,904,781,1245,1457,1737,997,1389
"NCBP1",738,721,523,497,839,883,1118,573,688
"XPA",236,176,151,151,184,226,229,115,224
"C9orf156",144,151,114,84,104,145,208,128,129
"ANP32B",871,984,831,477,877,785,742,477,627
"NANS",210,236,133,77,128,153,256,125,174
"CORO2A",31,36,30,35,71,90,91,46,70
"GABBR2",63,57,49,35,60,81,112,96,38
"ANKS6",158,161,118,59,115,128,172,101,100
"GALNT12",353,330,285,136,176,179,157,100,157
"TGFBR1",1872,1528,1586,1439,1895,2389,2959,1326,1974
"ALG2",217,244,220,206,317,336,367,210,208
"SEC61B",408,382,274,193,338,367,631,333,456
"NR4A3",106,50,55,41,52,73,65,58,103
"RP11-60I3.5",23,32,26,18,8,12,6,9,9
"STX17",1546,1553,1456,1097,1300,1654,1616,843,1482
"ERP44",2954,2588,2098,1459,2160,2656,3189,1672,2486
"INVS",154,147,102,75,94,118,130,75,101
"TEX10",1543,1358,1191,952,1611,2001,2605,1469,1819
"MSANTD3",317,301,287,232,405,430,573,301,395
"MURC",78,53,59,52,69,111,94,46,98
"LPPR1",160,86,93,56,84,69,93,63,71
"MRPL50",2912,2543,2547,2397,3222,3806,4535,2426,3126
"ZNF189",470,365,361,255,357,486,550,294,418
"TMEM246",288,318,238,176,328,431,325,177,238
"RNF20",1763,1884,1639,1129,1898,2215,2253,1385,1750
"SMC2",1106,1038,819,819,1039,1332,1676,671,1100
"NIPSNAP3A",2005,1796,1689,1486,2098,2317,3302,1765,2118
"NIPSNAP3B",63,43,25,46,54,83,119,63,79
"ABCA1",6474,6324,5117,5150,8087,10047,16249,7145,8745
"SLC44A1",3576,3556,3428,1915,2932,3318,3200,1718,2756
"FSD1L",2345,1672,1375,1857,1786,3273,2896,1135,1787
"RALGAPA1P",191,149,99,114,143,196,221,73,123
"FKTN",1466,1545,1333,1258,1378,2230,2722,1144,1700
"TMEM38B",4080,3664,3651,2365,4614,4773,4218,2342,3548
"ZNF462",1228,1432,1066,968,1697,1897,1732,1018,1428
"RAD23B",607,523,473,454,724,867,853,505,635
"KLF4",52,59,53,43,72,78,60,37,59
"IKBKAP",2618,2687,2433,1774,2710,3249,3356,1544,2268
"FAM206A",1902,1978,1745,1277,1619,1956,2025,1050,1732
"CTNNAL1",1862,1566,1413,1384,1564,2022,2469,1251,1716
"TMEM245",19118,16785,16358,11040,12415,14665,15078,8731,12811
"EPB41L4B",1255,1084,968,457,759,883,715,380,640
"PTPN3",1235,1439,1078,523,1082,979,1024,698,1208
"PALM2",20,14,13,30,39,64,76,36,48
"TXN",6316,7292,6120,5711,9855,10618,14710,8546,10034
"SVEP1",206,139,147,50,144,180,248,99,135
"MUSK",254,116,111,63,59,58,76,55,85
"LPAR1",299,302,218,141,289,264,321,170,234
"KIAA0368",2213,2344,2146,1431,2444,2700,2950,1844,2086
"ZNF483",482,574,455,289,518,581,304,158,351
"PTGR1",1218,1546,1125,926,1622,1811,1907,1055,1486
"LOC101929953",38,25,23,7,24,29,29,19,16
"DNAJC25",392,378,322,300,476,613,537,253,466
"GNG10",21,26,23,17,29,27,32,21,26
"C9orf84",166,169,112,135,148,237,192,58,147
"UGCG",1066,1236,982,1232,2004,2424,2563,1206,1385
"SUSD1",67,84,68,36,89,84,154,83,50
"PTBP3",4362,3853,3787,2486,3306,3667,4319,2417,3616
"HSDL2",6583,6135,5674,4264,6242,6972,7442,4145,6296
"KIAA1958",1102,999,880,604,915,1030,896,554,788
"INIP",1654,1612,1569,1192,1596,2128,2144,1333,1632
"SNX30",949,742,614,408,570,738,808,505,614
"ZNF883",397,388,327,171,302,388,460,183,299
"ZFP37",551,531,381,329,456,583,607,243,434
"SLC31A2",151,94,109,57,95,81,129,76,108
"FKBP15",363,448,359,232,365,448,585,320,419
"SLC31A1",8750,8371,7598,4423,6816,8171,7237,4813,7133
"CDC26",292,279,233,138,291,280,319,192,195
"PRPF4",2042,2228,2052,1465,2901,2946,3138,2061,2115
"WDR31",158,181,100,67,113,170,154,99,146
"HDHD3",32,42,39,27,31,37,36,34,21
"ALAD",121,108,127,53,117,138,123,113,104
"POLE3",976,1054,778,465,885,1007,1104,714,940
"C9orf43",35,32,18,12,20,21,19,23,7
"RGS3",35,31,22,29,34,49,121,39,34
"ZNF618",122,168,140,83,120,162,152,79,111
"COL27A1",140,177,115,102,136,171,159,61,187
"AKNA",54,42,35,16,25,32,37,27,46
"DFNB31",166,176,96,31,40,53,78,46,45
"ATP6V1G1",19354,18505,17779,15444,24299,26983,26847,14958,18569
"C9orf91",130,107,142,76,137,138,218,114,119
"TNC",184,379,183,254,576,702,1888,914,692
"PAPPA",135,149,98,69,97,98,170,86,66
"ASTN2",111,60,58,19,57,62,89,47,67
"TRIM32",1213,1139,821,463,718,941,1296,841,1089
"TLR4",210,118,188,47,70,121,235,187,228
"BRINP1",130,64,57,27,52,54,77,54,30
"CDK5RAP2",1876,1398,1087,596,765,960,1296,838,1201
"MEGF9",1500,1803,1493,1021,1825,1939,1636,969,1276
"FBXW2",855,840,774,604,1163,1319,1060,699,1070
"LOC100288842",28,15,18,18,7,21,32,16,30
"PSMD5",509,526,462,324,434,612,720,297,586
"PSMD5-AS1",66,73,88,64,92,111,77,18,50
"C5",212,239,220,169,165,234,240,116,236
"CNTRL",2648,2609,1969,1737,1635,2707,2585,1064,2498
"RAB14",1534,1519,1489,1048,1611,1867,1845,1047,1364
"GSN",351,484,310,281,495,512,654,331,454
"STOM",1438,1796,1492,1370,2480,2558,2025,1302,1993
"TTLL11",37,17,33,17,26,29,54,14,38
"NDUFA8",767,707,579,343,549,584,791,478,629
"MORN5",637,548,495,303,331,420,383,295,392
"RBM18",3453,2875,2800,2226,3528,4127,4526,2412,3251
"MRRF",798,828,616,531,705,807,916,555,701
"PTGS1",90,105,64,8,36,30,38,20,22
"PDCL",1733,1681,1471,946,1783,2017,2510,1401,1910
"RC3H2",503,533,580,426,748,901,987,439,605
"ZBTB6",1391,1342,1183,987,1648,2031,1984,912,1638
"ZBTB26",264,238,184,144,212,234,251,128,156
"RABGAP1",604,591,563,406,691,820,630,385,543
"GPR21",98,82,86,79,144,155,157,81,85
"MIR600HG",90,89,73,48,51,70,114,53,61
"STRBP",2022,1532,1565,1048,1375,1913,1967,1067,1512
"DENND1A",435,444,365,189,231,395,407,207,292
"LHX2",30,38,29,26,39,24,29,10,25
"NEK6",146,181,156,152,319,276,335,146,164
"PSMB7",2524,2639,2444,1823,2839,3282,3854,2494,2760
"LOC100129034",313,372,289,194,349,352,469,299,392
"NR6A1",348,382,318,185,281,388,317,178,320
"MIR181A2HG",201,146,130,156,249,263,334,183,202
"OLFML2A",242,403,226,261,387,532,653,338,400
"RPL35",4380,4469,3054,2132,3714,3927,5984,3669,4189
"ARPC5L",110,71,77,73,72,106,131,83,86
"GOLGA1",368,388,320,231,329,463,348,263,282
"SCAI",3246,3901,3401,2891,3827,4153,2506,1113,2702
"PPP6C",2461,2146,2081,1691,2614,3278,3428,1951,2686
"RABEPK",364,334,257,175,268,314,608,390,406
"HSPA5",5046,6540,4877,3429,6709,7017,8421,5341,6861
"GAPVD1",3049,3243,2888,2119,3178,3868,4190,2317,3307
"MAPKAP1",119,156,96,83,91,135,187,107,158
"LOC101929040",33,21,30,32,28,48,74,18,10
"PBX3",83,50,55,33,85,118,159,48,66
"MVB12B",52,65,44,14,24,23,39,30,20
"ZBTB43",1454,1214,886,567,1149,1196,1360,727,1179
"ZBTB34",510,486,365,327,605,694,740,440,524
"RALGPS1",593,551,433,239,486,533,411,295,354
"ANGPTL2",29,64,33,18,69,39,93,52,51
"GARNL3",575,503,409,248,402,386,491,271,388
"SLC2A8",26,37,11,10,18,15,37,25,11
"ZNF79",84,67,60,62,104,93,103,75,60
"RPL12",7821,9014,7915,4794,9802,8811,9472,5614,7617
"LRSAM1",34,38,22,8,13,18,33,21,22
"STXBP1",657,714,556,378,707,764,888,497,620
"C9orf117",80,68,71,32,21,49,47,25,36
"CDK9",97,65,58,30,85,60,98,57,66
"AK1",147,140,71,30,45,76,177,130,154
"ST6GALNAC6",40,56,22,13,33,34,29,31,23
"DPM2",82,90,82,34,64,68,77,51,57
"FAM102A",76,59,47,33,33,39,62,32,69
"NAIF1",31,18,24,19,21,22,29,20,28
"SLC25A25",29,28,19,17,37,63,24,27,37
"RP11-395P17.3",120,122,108,72,133,174,142,86,103
"CIZ1",73,95,39,30,53,58,109,57,86
"GOLGA2",343,396,313,224,365,360,392,253,337
"SWI5",220,243,157,49,172,177,296,130,187
"TRUB2",120,124,82,83,136,125,174,107,130
"COQ4",69,79,59,21,37,37,52,38,60
"URM1",112,102,107,72,126,154,157,83,134
"CERCAM",29,20,7,12,17,13,40,17,29
"ODF2",2418,2357,1842,956,1866,2092,2512,1624,2253
"GLE1",694,670,437,233,484,618,732,554,687
"LOC101929270",37,24,23,13,20,23,47,22,19
"SPTAN1",1537,1500,1134,680,1270,1536,1731,1018,1369
"WDR34",28,25,11,11,20,24,36,23,19
"SET",12427,10935,10251,8601,13106,15592,23217,12480,14086
"LOC100506100",85,72,51,38,38,80,76,37,64
"ZER1",83,83,63,65,62,110,120,59,89
"TBC1D13",58,90,61,42,59,73,76,57,61
"C9orf114",41,30,24,21,29,26,41,28,40
"CCBL1",168,171,83,61,132,159,193,125,166
"LRRC8A",187,163,122,157,311,388,549,313,315
"PHYHD1",115,96,83,30,56,60,101,55,69
"DOLK",80,71,34,26,54,51,106,59,59
"NUP188",192,199,135,113,160,167,231,157,280
"DOLPP1",27,19,27,20,35,58,50,26,18
"CRAT",28,35,18,16,28,14,28,29,40
"PPP2R4",99,99,78,34,66,64,123,79,79
"IER5L",12,32,27,23,56,59,50,15,21
"RP11-65J3.1",149,195,104,112,244,245,346,177,227
"LINC00963",34,29,46,24,34,47,77,30,53
"NTMT1",85,73,47,36,60,80,132,87,125
"ASB6",57,37,54,28,39,47,59,30,52
"PTGES",14,15,0,15,14,38,93,36,21
"TOR1B",80,97,57,62,75,103,120,71,78
"TOR1A",158,135,89,81,84,97,215,144,149
"C9orf78",2879,2892,2723,1875,3136,3309,3898,2503,3011
"FNBP1",628,645,618,396,672,688,863,456,621
"GPR107",464,529,391,258,571,613,645,286,424
"NCS1",33,29,18,27,41,45,96,37,50
"ASS1",566,589,357,276,472,434,627,336,508
"LOC100272217",34,49,33,17,52,81,38,23,32
"FUBP3",433,352,320,275,444,514,590,314,391
"EXOSC2",549,628,594,447,802,869,1023,680,746
"ABL1",163,151,73,62,102,114,137,83,116
"AIF1L",77,95,55,106,160,194,205,153,142
"NUP214",451,435,358,207,436,463,549,288,439
"PRRC2B",2252,2407,2036,1422,2493,2505,2638,1692,2050
"POMT1",61,48,51,25,29,39,57,22,51
"RAPGEF1",51,56,44,19,47,50,65,40,43
"MED27",293,268,197,99,192,271,348,233,292
"SETX",3374,2789,2251,1995,2646,3388,4659,1803,3235
"TTF1",1088,995,859,786,1117,1335,1609,870,1020
"C9orf171",75,50,34,33,37,44,57,41,50
"DDX31",222,230,211,123,274,277,411,238,266
"GTF3C4",488,445,423,329,555,775,808,485,626
"AK8",353,292,204,83,172,296,368,164,304
"C9orf9",220,243,171,93,133,166,210,108,147
"TSC1",1129,1009,759,523,892,932,1218,732,983
"GTF3C5",69,80,40,27,40,34,95,48,62
"RALGDS",101,69,54,33,77,82,165,66,102
"SURF6",56,63,38,35,47,63,77,42,73
"RPL7A",6417,6746,6021,3805,7765,7056,6923,4193,5747
"SURF1",136,147,102,72,98,119,121,83,113
"SURF4",396,464,295,221,393,391,592,350,499
"REXO4",61,60,44,26,43,43,73,47,45
"LINC00094",214,241,185,105,178,203,245,116,232
"BRD3",120,126,87,80,106,98,163,101,123
"WDR5",25,22,25,17,37,46,49,16,26
"RXRA",35,28,5,7,23,17,32,15,22
"COL5A1",62,95,60,80,114,125,204,117,107
"OLFM1",110,142,100,64,165,130,170,125,109
"PPP1R26-AS1",35,40,33,15,24,41,31,20,28
"PPP1R26",75,59,62,30,90,86,75,50,39
"C9orf116",83,71,64,36,32,38,74,45,64
"MRPS2",38,33,31,23,31,46,35,27,37
"CAMSAP1",366,335,266,204,256,340,504,330,387
"UBAC1",51,47,31,22,48,44,68,25,43
"NACC2",112,90,61,82,85,159,157,95,127
"QSOX2",49,54,38,19,44,45,105,66,37
"SDCCAG3",83,63,44,29,58,56,78,83,64
"PMPCA",112,121,96,57,124,124,140,86,137
"INPP5E",41,49,37,25,44,25,60,27,34
"SEC16A",581,472,367,336,524,543,689,396,573
"NOTCH1",24,29,12,14,19,23,42,19,35
"FAM69B",42,32,31,15,28,30,37,28,20
"SNHG7",34,34,22,18,24,39,26,13,34
"TMEM141",36,56,28,15,44,20,59,32,58
"RABL6",51,32,28,20,36,34,35,24,15
"PHPT1",2121,1819,1029,628,1151,1388,2618,1432,1827
"EDF1",658,612,352,210,422,453,808,504,643
"PTGDS",83,90,41,19,41,43,87,40,34
"ABCA2",27,32,11,7,14,22,30,17,13
"NPDC1",16,26,14,4,20,21,33,25,16
"UAP1L1",34,63,36,13,25,45,45,27,43
"MAN1B1",63,63,26,15,26,43,76,35,54
"SSNA1",51,28,14,8,11,15,35,23,23
"TMEM203",177,165,141,67,109,158,186,99,153
"TUBB4B",750,571,301,150,216,383,667,416,642
"MRPL41",46,27,23,8,33,22,33,27,32
"DPH7",255,264,206,101,224,239,230,119,176
"EHMT1",109,108,80,46,73,76,116,51,85
"TRNF",192,145,138,112,167,177,146,140,101
"RNR1",38200,39183,32806,24377,48071,46716,43719,25978,29030
"TRNV",89,108,86,71,113,89,79,44,68
"RNR2",546537,484457,435287,342779,559700,565666,510734,291999,363279
"TRNL1",1811,1633,1501,970,1175,1228,1536,873,1379
"TRNI",109,70,84,62,77,109,130,47,68
"TRNM",447,378,302,261,352,372,445,241,228
"TRNW",522,410,360,330,464,545,548,296,289
"TRNC",765,543,517,445,416,560,715,394,678
"TRNY",1249,982,857,679,747,819,1218,796,980
"TRND",130,114,96,71,80,96,95,47,84
"TRNK",938,787,676,534,539,729,1113,714,773
"TRNG",1779,1303,1298,1321,1443,2024,2034,1063,1180
"TRNR",1300,821,781,900,976,1268,1436,545,736
"TRNH",715,595,493,434,542,731,734,426,425
"TRNL2",527,348,386,329,489,622,604,324,326
"TRNE",3338,2761,2469,1787,2400,2880,3193,2158,2370
"TRNT",1027,637,624,503,679,775,1069,451,597
"TRNP",2068,1606,1307,1192,1464,1788,1939,1051,1215
"LOC389831",302,276,261,273,334,432,532,269,297
"LOC283788",182,195,171,112,212,194,226,124,135
"PLCXD1",51,69,38,31,39,38,56,28,37
"LINC00685",32,22,16,10,21,28,35,7,31
"CSF2RA",119,79,80,34,52,44,60,49,71
"IL3RA",62,34,26,14,31,24,32,16,43
"LOC101928055",40,50,21,14,20,12,22,11,17
"SLC25A6",1893,1748,899,480,960,1045,1637,977,1457
"ASMTL",32,31,19,10,32,41,48,18,32
"AKAP17A",120,130,94,67,133,114,131,74,93
"DHRSX",133,123,117,65,102,101,190,91,102
"ZBED1",95,79,42,52,74,92,103,59,90
"LOC101928092",87,148,93,57,106,89,84,45,76
"CD99P1",24,23,24,18,26,27,29,20,29
"CD99",247,266,167,88,198,184,303,157,221
"GYG2",106,89,70,48,107,71,113,78,72
"ARSD",311,297,256,176,266,384,437,242,297
"PRKX",326,314,287,174,403,382,479,246,373
"NLGN4X",200,161,208,134,242,266,357,211,177
"HDHD1",572,528,517,380,594,668,631,427,551
"STS",147,161,141,125,147,189,255,162,209
"PNPLA4",582,546,501,321,460,651,623,401,498
"KAL1",320,337,188,203,239,388,449,152,364
"TBL1X",686,733,444,205,354,487,497,284,405
"GPR143",192,173,114,69,106,61,148,61,69
"SHROOM2",221,198,197,119,172,208,255,142,175
"WWC3",180,209,154,135,179,229,268,163,245
"CLCN4",441,271,278,172,258,218,334,224,261
